num_shop,num_cash_desk,dt,doc_id,item,category,amount,price,discount
5,2,2025-05-16,9533673bb7,Aromatikum,декор,5,3609.38,19
5,2,2025-05-16,9533673bb7,Greenland,текстиль,4,1505.62,20
5,2,2025-05-16,9533673bb7,Megusto,посуда,4,3292.95,8
5,2,2025-05-16,9533673bb7,Zewa,бытовая химия,5,1957.89,27
5,2,2025-05-16,9533673bb7,Domestos,бытовая химия,2,3703.88,5
5,2,2025-05-16,9533673bb7,Emily,хранение,4,2181.09,1
5,2,2025-05-16,9533673bb7,ProfiLine,посуда,4,3605.06,26
5,2,2025-05-16,9533673bb7,ProfiLine,посуда,4,1438.49,20
5,2,2025-05-16,9533673bb7,ProfiLine,посуда,5,368.22,18
5,2,2025-05-16,62905c6cef,Vanish,бытовая химия,3,3478.75,0
5,2,2025-05-16,62905c6cef,MyFamilyBook,декор,3,4076.81,17
5,2,2025-05-16,62905c6cef,Greenland,текстиль,4,3443.64,30
5,2,2025-05-16,62905c6cef,Сонкрафт,текстиль,1,4317.96,22
5,2,2025-05-16,a946daa29a,Ceramica De Bolsico,посуда,5,4998.28,26
5,2,2025-05-16,a946daa29a,Domestos,бытовая химия,4,1211.99,0
5,2,2025-05-16,a946daa29a,Grandella,хранение,3,4025.51,17
5,2,2025-05-16,a946daa29a,Westwing,декор,3,426.37,8
5,2,2025-05-16,a946daa29a,Bella,текстиль,4,4205.32,28
5,2,2025-05-16,a946daa29a,Lotte Chemical,хранение,1,2133.76,6
5,2,2025-05-16,9c76d7a006,Zapak,хранение,4,197.46,2
5,2,2025-05-16,9c76d7a006,Grandella,хранение,3,1656.68,0
5,2,2025-05-16,9c76d7a006,Pril,бытовая химия,1,3621.62,28
5,2,2025-05-16,9c76d7a006,Grandella,хранение,3,3799.63,10
5,2,2025-05-16,9c76d7a006,Bella,текстиль,2,617.58,27
5,2,2025-05-16,9c76d7a006,Emily,хранение,2,2822.42,19
5,2,2025-05-16,9c76d7a006,Belvedere,текстиль,4,3746.65,27
5,2,2025-05-16,9a44536d2a,Flower Fantasy,декор,2,1447.11,1
5,2,2025-05-16,9a44536d2a,Zapak,хранение,1,773.33,24
5,2,2025-05-16,9a44536d2a,Zapak,хранение,1,2084.89,2
