num_shop,num_cash_desk,dt,doc_id,item,category,amount,price,discount
6,2,2025-05-16,35b51bf5c5,Emily,хранение,4,2347.52,30
6,2,2025-05-16,35b51bf5c5,Greenland,текстиль,3,3522.39,3
6,2,2025-05-16,35b51bf5c5,Vanish,бытовая химия,3,585.5,0
6,2,2025-05-16,6348e37cd1,Pril,бытовая химия,5,720.79,4
6,2,2025-05-16,6348e37cd1,Arcoroc,посуда,4,2763.96,10
6,2,2025-05-16,6348e37cd1,Comet,бытовая химия,3,540.9,2
6,2,2025-05-16,6348e37cd1,Vanish,бытовая химия,1,851.01,24
6,2,2025-05-16,6348e37cd1,3M Command,хранение,3,1998.12,7
6,2,2025-05-16,6348e37cd1,ProfiLine,посуда,5,4933.31,14
6,2,2025-05-16,6348e37cd1,Zewa,бытовая химия,5,1960.5,25
6,2,2025-05-16,6348e37cd1,Zewa,бытовая химия,5,638.92,29
6,2,2025-05-16,28e70d8f36,Comet,бытовая химия,2,1256.34,28
6,2,2025-05-16,28e70d8f36,Bella,текстиль,1,3910.97,26
6,2,2025-05-16,28e70d8f36,Pril,бытовая химия,3,1117.04,2
6,2,2025-05-16,28e70d8f36,Lotte Chemical,хранение,5,4484.17,17
6,2,2025-05-16,28e70d8f36,MyFamilyBook,декор,4,1615.57,30
6,2,2025-05-16,28e70d8f36,Camelion,декор,5,4285.44,22
6,2,2025-05-16,28e70d8f36,Vanish,бытовая химия,2,4650.76,12
6,2,2025-05-16,28e70d8f36,Сонкрафт,текстиль,4,1542.74,1
6,2,2025-05-16,28e70d8f36,Aromatikum,декор,2,646.54,16
6,2,2025-05-16,8dc95c5f9c,Pril,бытовая химия,1,1068.77,26
6,2,2025-05-16,8dc95c5f9c,Giraffa,текстиль,3,1957.33,9
6,2,2025-05-16,8dc95c5f9c,Comet,бытовая химия,2,1184.74,24
6,2,2025-05-16,8dc95c5f9c,Grandella,хранение,2,55.68,8
6,2,2025-05-16,8dc95c5f9c,Vanish,бытовая химия,3,3649.9,10
6,2,2025-05-16,8dc95c5f9c,Westwing,декор,4,840.82,12
6,2,2025-05-16,8dc95c5f9c,Greenland,текстиль,3,1395.37,4
6,2,2025-05-16,4d4596ea2b,Giraffa,текстиль,1,4161.73,4
6,2,2025-05-16,4d4596ea2b,Aromatikum,декор,3,4355.21,16
