num_shop,num_cash_desk,dt,doc_id,item,category,amount,price,discount
6,3,2025-05-16,898c91659b,Tescoma,посуда,3,1243.52,6
6,3,2025-05-16,62c122bf68,Tescoma,посуда,3,4069.65,3
6,3,2025-05-16,62c122bf68,Aromatikum,декор,3,137.08,14
6,3,2025-05-16,62c122bf68,Grandella,хранение,3,792.68,22
6,3,2025-05-16,62c122bf68,Camelion,декор,3,2850.63,14
6,3,2025-05-16,62c122bf68,MyFamilyBook,декор,5,1966.21,25
6,3,2025-05-16,62c122bf68,3M Command,хранение,4,1105.01,11
6,3,2025-05-16,1ac3ae2c6b,Сонкрафт,текстиль,2,3770.67,10
6,3,2025-05-16,1ac3ae2c6b,Camelion,декор,4,3246.82,27
6,3,2025-05-16,1ac3ae2c6b,Emily,хранение,2,1264.1,12
6,3,2025-05-16,1ac3ae2c6b,3M Command,хранение,1,3495.24,29
6,3,2025-05-16,6089c48650,Pril,бытовая химия,5,2826.9,3
6,3,2025-05-16,6089c48650,Grandella,хранение,5,756.59,20
6,3,2025-05-16,6089c48650,Westwing,декор,2,845.16,21
6,3,2025-05-16,6089c48650,Ceramica De Bolsico,посуда,2,803.9,9
6,3,2025-05-16,6089c48650,Grandella,хранение,4,2763.3,5
6,3,2025-05-16,6089c48650,Giraffa,текстиль,4,2713.02,26
6,3,2025-05-16,6089c48650,Westwing,декор,5,2238.42,28
6,3,2025-05-16,6089c48650,Bella,текстиль,2,2702.33,9
6,3,2025-05-16,6089c48650,Megusto,посуда,4,4951.98,30
6,3,2025-05-16,3dc4e35a1f,Сонкрафт,текстиль,5,1628.72,6
6,3,2025-05-16,3dc4e35a1f,Comet,бытовая химия,3,120.4,0
6,3,2025-05-16,3dc4e35a1f,Emily,хранение,2,3118.55,16
6,3,2025-05-16,3dc4e35a1f,Bella,текстиль,1,1868.99,22
6,3,2025-05-16,6fc515de0a,Emily,хранение,4,574.55,18
6,3,2025-05-16,6fc515de0a,Vanish,бытовая химия,3,1161.15,14
6,3,2025-05-16,6fc515de0a,Westwing,декор,1,1894.48,6
6,3,2025-05-16,6fc515de0a,Grandella,хранение,1,3466.76,6
6,3,2025-05-16,6fc515de0a,Aromatikum,декор,3,4855.82,17
6,3,2025-05-16,6fc515de0a,Westwing,декор,1,981.95,8
6,3,2025-05-16,6fc515de0a,Aromatikum,декор,4,3912.47,22
6,3,2025-05-16,6fc515de0a,Flower Fantasy,декор,4,4727.38,4
6,3,2025-05-16,2a809fef14,Emily,хранение,4,4328.44,9
6,3,2025-05-16,2a809fef14,Tescoma,посуда,2,1314.67,29
6,3,2025-05-16,2a809fef14,Ceramica De Bolsico,посуда,3,2601.86,29
6,3,2025-05-16,2a809fef14,Flower Fantasy,декор,1,1616.3,11
6,3,2025-05-16,8e725965ee,Domestos,бытовая химия,2,4143.08,10
6,3,2025-05-16,f28783569b,Domestos,бытовая химия,1,3821.68,5
6,3,2025-05-16,f28783569b,Vanish,бытовая химия,2,2908.63,20
6,3,2025-05-16,f28783569b,Vanish,бытовая химия,3,551.13,26
6,3,2025-05-16,ded8c0b854,Bella,текстиль,2,1413.39,20
6,3,2025-05-16,ded8c0b854,Domestos,бытовая химия,2,1911.82,2
6,3,2025-05-16,ded8c0b854,Megusto,посуда,3,158.07,6
6,3,2025-05-16,ded8c0b854,Ceramica De Bolsico,посуда,4,4766.12,3
6,3,2025-05-16,ded8c0b854,ProfiLine,посуда,1,1750.99,19
6,3,2025-05-16,ded8c0b854,Camelion,декор,4,2834.79,17
6,3,2025-05-16,ded8c0b854,Ceramica De Bolsico,посуда,1,3751.98,4
6,3,2025-05-16,59d24482e6,Vanish,бытовая химия,3,4641.89,18
6,3,2025-05-16,59d24482e6,Pril,бытовая химия,2,3209.0,22
6,3,2025-05-16,59d24482e6,Bella,текстиль,2,4758.56,11
6,3,2025-05-16,59d24482e6,Domestos,бытовая химия,3,365.17,7
6,3,2025-05-16,59d24482e6,Domestos,бытовая химия,1,1220.74,1
6,3,2025-05-16,59d24482e6,Lotte Chemical,хранение,2,4433.68,1
6,3,2025-05-16,59d24482e6,Megusto,посуда,2,1566.33,9
6,3,2025-05-16,59d24482e6,Comet,бытовая химия,3,1445.21,3
6,3,2025-05-16,59d24482e6,Lotte Chemical,хранение,5,2865.21,23
6,3,2025-05-16,2ef6fdb761,Flower Fantasy,декор,4,459.04,12
6,3,2025-05-16,2ef6fdb761,Giraffa,текстиль,3,2596.88,22
6,3,2025-05-16,2ef6fdb761,Vanish,бытовая химия,4,1432.56,10
6,3,2025-05-16,98f85654ae,Aromatikum,декор,3,4653.87,18
6,3,2025-05-16,98f85654ae,Zewa,бытовая химия,1,4622.5,10
6,3,2025-05-16,98f85654ae,Pril,бытовая химия,3,4680.01,20
6,3,2025-05-16,98f85654ae,Bella,текстиль,3,112.77,16
6,3,2025-05-16,98f85654ae,Greenland,текстиль,5,1510.27,10
6,3,2025-05-16,98f85654ae,Tescoma,посуда,5,2461.3,6
6,3,2025-05-16,98f85654ae,Сонкрафт,текстиль,2,3021.84,5
6,3,2025-05-16,98f85654ae,Aromatikum,декор,2,3103.76,18
6,3,2025-05-16,9055f99ed6,Flower Fantasy,декор,1,1096.67,29
6,3,2025-05-16,9055f99ed6,Giraffa,текстиль,3,1452.59,6
6,3,2025-05-16,9055f99ed6,Camelion,декор,1,1054.33,19
6,3,2025-05-16,9055f99ed6,Giraffa,текстиль,4,4446.72,6
6,3,2025-05-16,9055f99ed6,Comet,бытовая химия,1,3525.19,8
