num_shop,num_cash_desk,dt,doc_id,item,category,amount,price,discount
2,1,2025-05-16,2901ff7dde,Bella,текстиль,2,4468.12,22
2,1,2025-05-16,2901ff7dde,ProfiLine,посуда,4,3451.71,23
2,1,2025-05-16,2901ff7dde,Arcoroc,посуда,2,2241.75,28
2,1,2025-05-16,2901ff7dde,Giraffa,текстиль,2,4974.48,30
2,1,2025-05-16,2901ff7dde,Domestos,бытовая химия,5,4203.4,24
2,1,2025-05-16,2901ff7dde,Emily,хранение,2,3208.29,4
2,1,2025-05-16,2901ff7dde,Flower Fantasy,декор,5,3695.34,16
2,1,2025-05-16,2901ff7dde,Tescoma,посуда,5,3605.5,14
2,1,2025-05-16,2901ff7dde,Ceramica De Bolsico,посуда,4,1074.73,25
2,1,2025-05-16,f8708a0cf4,MyFamilyBook,декор,5,1568.77,17
2,1,2025-05-16,f8708a0cf4,Belvedere,текстиль,4,1696.02,29
2,1,2025-05-16,f8708a0cf4,Greenland,текстиль,4,3596.41,2
2,1,2025-05-16,f8708a0cf4,3M Command,хранение,1,86.66,16
2,1,2025-05-16,f8708a0cf4,Greenland,текстиль,2,3520.67,22
2,1,2025-05-16,f8708a0cf4,Greenland,текстиль,3,774.76,25
2,1,2025-05-16,f8708a0cf4,Bella,текстиль,2,868.18,11
2,1,2025-05-16,f8708a0cf4,Tescoma,посуда,1,4598.56,16
2,1,2025-05-16,f8708a0cf4,Bella,текстиль,3,56.02,10
2,1,2025-05-16,f8708a0cf4,Belvedere,текстиль,3,2883.15,20
2,1,2025-05-16,cf685d2bc6,Aromatikum,декор,1,4501.37,4
2,1,2025-05-16,cf685d2bc6,Lotte Chemical,хранение,3,832.78,26
2,1,2025-05-16,cf685d2bc6,Ceramica De Bolsico,посуда,5,2819.73,23
2,1,2025-05-16,cf685d2bc6,Domestos,бытовая химия,5,1244.5,16
2,1,2025-05-16,cf685d2bc6,Aromatikum,декор,2,993.42,23
2,1,2025-05-16,cf685d2bc6,Greenland,текстиль,5,4046.32,7
2,1,2025-05-16,cf685d2bc6,Megusto,посуда,5,4986.0,3
2,1,2025-05-16,cf685d2bc6,Camelion,декор,3,4439.57,15
2,1,2025-05-16,cf685d2bc6,Megusto,посуда,5,1794.77,21
2,1,2025-05-16,cf685d2bc6,Lotte Chemical,хранение,5,4953.6,4
2,1,2025-05-16,4e56a99448,Vanish,бытовая химия,3,1061.08,11
2,1,2025-05-16,4e56a99448,Pril,бытовая химия,3,686.95,17
2,1,2025-05-16,4e56a99448,Domestos,бытовая химия,3,906.37,25
2,1,2025-05-16,4e56a99448,Lotte Chemical,хранение,4,1543.2,29
2,1,2025-05-16,4e56a99448,Grandella,хранение,2,2979.02,11
2,1,2025-05-16,4e56a99448,Zapak,хранение,4,265.81,12
2,1,2025-05-16,fb00a13b9a,Giraffa,текстиль,1,3178.46,19
2,1,2025-05-16,fb00a13b9a,Emily,хранение,4,1769.11,20
2,1,2025-05-16,fb00a13b9a,Aromatikum,декор,3,1027.63,12
2,1,2025-05-16,fb00a13b9a,Lotte Chemical,хранение,3,214.29,29
2,1,2025-05-16,fb00a13b9a,Giraffa,текстиль,1,1910.31,15
2,1,2025-05-16,fb00a13b9a,Сонкрафт,текстиль,1,3361.26,13
2,1,2025-05-16,fb00a13b9a,Greenland,текстиль,2,2295.63,18
2,1,2025-05-16,fb00a13b9a,Lotte Chemical,хранение,4,3906.78,16
2,1,2025-05-16,c553f10f9a,Westwing,декор,1,4494.18,2
2,1,2025-05-16,c553f10f9a,Megusto,посуда,2,950.87,29
2,1,2025-05-16,c553f10f9a,MyFamilyBook,декор,3,1177.44,17
2,1,2025-05-16,c553f10f9a,ProfiLine,посуда,5,267.46,20
2,1,2025-05-16,c553f10f9a,Giraffa,текстиль,1,2250.48,25
2,1,2025-05-16,c553f10f9a,Belvedere,текстиль,5,1774.08,12
2,1,2025-05-16,c553f10f9a,Arcoroc,посуда,1,3212.53,4
2,1,2025-05-16,c553f10f9a,Comet,бытовая химия,5,3610.54,9
2,1,2025-05-16,2551fdb7d3,3M Command,хранение,1,931.47,21
2,1,2025-05-16,2551fdb7d3,Megusto,посуда,2,4602.7,22
2,1,2025-05-16,2551fdb7d3,Belvedere,текстиль,2,2759.68,6
2,1,2025-05-16,2551fdb7d3,Grandella,хранение,5,1714.89,5
2,1,2025-05-16,8cb691bfb0,Camelion,декор,3,3402.79,13
2,1,2025-05-16,8cb691bfb0,Arcoroc,посуда,5,2170.44,21
2,1,2025-05-16,8cb691bfb0,Pril,бытовая химия,5,4015.06,2
2,1,2025-05-16,8cb691bfb0,Pril,бытовая химия,4,943.62,2
2,1,2025-05-16,8cb691bfb0,Giraffa,текстиль,2,3629.72,27
2,1,2025-05-16,de7060a9b9,Camelion,декор,4,396.56,7
2,1,2025-05-16,de7060a9b9,Tescoma,посуда,4,1758.68,29
2,1,2025-05-16,de7060a9b9,Ceramica De Bolsico,посуда,4,1705.01,4
2,1,2025-05-16,de7060a9b9,MyFamilyBook,декор,4,223.75,14
2,1,2025-05-16,de7060a9b9,Greenland,текстиль,4,4849.04,27
2,1,2025-05-16,de7060a9b9,Giraffa,текстиль,4,1812.66,22
2,1,2025-05-16,de7060a9b9,Lotte Chemical,хранение,5,3510.11,27
2,1,2025-05-16,211a2d816e,Pril,бытовая химия,1,3170.42,14
2,1,2025-05-16,147d1777b5,Camelion,декор,1,4053.0,17
2,1,2025-05-16,147d1777b5,Zewa,бытовая химия,4,140.01,11
2,1,2025-05-16,147d1777b5,Comet,бытовая химия,2,1337.54,16
2,1,2025-05-16,19afec0e6c,Megusto,посуда,2,2229.15,3
2,1,2025-05-16,19afec0e6c,Arcoroc,посуда,5,1652.7,29
2,1,2025-05-16,19afec0e6c,Aromatikum,декор,4,1422.99,18
2,1,2025-05-16,19afec0e6c,Arcoroc,посуда,5,1558.27,27
2,1,2025-05-16,3e1efc8fbb,Comet,бытовая химия,1,2287.2,20
2,1,2025-05-16,3e1efc8fbb,Belvedere,текстиль,5,4075.3,16
2,1,2025-05-16,3e1efc8fbb,Tescoma,посуда,3,1168.07,22
2,1,2025-05-16,3e1efc8fbb,Vanish,бытовая химия,5,4803.58,22
2,1,2025-05-16,3e1efc8fbb,Arcoroc,посуда,3,2442.78,30
2,1,2025-05-16,3e1efc8fbb,Comet,бытовая химия,4,2647.14,21
2,1,2025-05-16,3e1efc8fbb,3M Command,хранение,2,2778.41,3
2,1,2025-05-16,3e1efc8fbb,Westwing,декор,1,3054.97,4
2,1,2025-05-16,3e1efc8fbb,Lotte Chemical,хранение,4,4613.35,13
2,1,2025-05-16,3e1efc8fbb,Zapak,хранение,1,2234.99,28
2,1,2025-05-16,2a97c00f31,Comet,бытовая химия,3,828.25,8
2,1,2025-05-16,2a97c00f31,Ceramica De Bolsico,посуда,4,1625.36,27
2,1,2025-05-16,2a97c00f31,Emily,хранение,3,2735.01,29
2,1,2025-05-16,2a97c00f31,Greenland,текстиль,2,1184.27,0
2,1,2025-05-16,2a97c00f31,Domestos,бытовая химия,4,1111.77,12
2,1,2025-05-16,2a97c00f31,Arcoroc,посуда,4,2674.2,26
2,1,2025-05-16,2a97c00f31,Aromatikum,декор,4,3946.48,5
2,1,2025-05-16,2de3dc8582,Zapak,хранение,1,3558.17,17
2,1,2025-05-16,2de3dc8582,Lotte Chemical,хранение,4,1873.21,10
2,1,2025-05-16,2de3dc8582,Westwing,декор,1,3922.38,10
2,1,2025-05-16,2de3dc8582,Сонкрафт,текстиль,4,2554.71,14
2,1,2025-05-16,2de3dc8582,Сонкрафт,текстиль,2,1586.22,12
2,1,2025-05-16,2de3dc8582,Megusto,посуда,1,2809.14,28
2,1,2025-05-16,2de3dc8582,Bella,текстиль,1,4807.82,13
2,1,2025-05-16,2de3dc8582,3M Command,хранение,3,156.95,16
2,1,2025-05-16,3f5d327079,ProfiLine,посуда,1,925.31,1
2,1,2025-05-16,3f5d327079,3M Command,хранение,5,3559.93,26
2,1,2025-05-16,3f5d327079,Pril,бытовая химия,4,2588.97,10
2,1,2025-05-16,3f5d327079,Belvedere,текстиль,5,1658.96,7
2,1,2025-05-16,3f5d327079,Lotte Chemical,хранение,1,241.13,23
2,1,2025-05-16,3f5d327079,Belvedere,текстиль,3,3130.47,10
2,1,2025-05-16,3f5d327079,Megusto,посуда,4,4922.11,4
2,1,2025-05-16,3f5d327079,ProfiLine,посуда,1,434.82,27
2,1,2025-05-16,3f5d327079,Westwing,декор,5,96.58,18
2,1,2025-05-16,3f5d327079,Zapak,хранение,4,2768.09,22
2,1,2025-05-16,54bed92cb3,MyFamilyBook,декор,2,4729.87,24
2,1,2025-05-16,6d6f65226f,Zewa,бытовая химия,3,4812.04,9
2,1,2025-05-16,6d6f65226f,Belvedere,текстиль,4,3170.31,28
2,1,2025-05-16,6d6f65226f,Giraffa,текстиль,1,4191.99,17
2,1,2025-05-16,6d6f65226f,Aromatikum,декор,2,3413.91,12
2,1,2025-05-16,e9b721cf70,Megusto,посуда,4,4742.4,9
2,1,2025-05-16,e9b721cf70,ProfiLine,посуда,3,1826.42,18
2,1,2025-05-16,e9b721cf70,Aromatikum,декор,2,2073.51,6
2,1,2025-05-16,e9b721cf70,Grandella,хранение,3,1781.92,7
2,1,2025-05-16,e9b721cf70,Aromatikum,декор,2,1968.81,10
2,1,2025-05-16,e9b721cf70,Giraffa,текстиль,4,3549.91,24
2,1,2025-05-16,2f7ac64234,Aromatikum,декор,1,1564.4,29
2,1,2025-05-16,2f7ac64234,Grandella,хранение,1,2495.23,4
2,1,2025-05-16,2f7ac64234,3M Command,хранение,2,4456.58,12
2,1,2025-05-16,2f7ac64234,Lotte Chemical,хранение,3,4621.21,22
2,1,2025-05-16,2f7ac64234,Belvedere,текстиль,5,2700.27,23
2,1,2025-05-16,2f7ac64234,Megusto,посуда,1,4070.69,3
2,1,2025-05-16,2f7ac64234,Greenland,текстиль,2,2565.75,11
2,1,2025-05-16,2f7ac64234,Pril,бытовая химия,4,2512.13,24
2,1,2025-05-16,2f7ac64234,Grandella,хранение,1,3975.29,26
2,1,2025-05-16,2f7ac64234,Lotte Chemical,хранение,2,4675.32,23
2,1,2025-05-16,c676a41c91,Aromatikum,декор,2,3056.76,5
2,1,2025-05-16,9b4398104d,Emily,хранение,1,1034.95,28
2,1,2025-05-16,9b4398104d,Pril,бытовая химия,3,1584.25,23
2,1,2025-05-16,9b4398104d,Greenland,текстиль,1,2039.24,23
2,1,2025-05-16,9b4398104d,Сонкрафт,текстиль,4,1596.01,22
2,1,2025-05-16,9b4398104d,Domestos,бытовая химия,1,934.74,30
2,1,2025-05-16,9b4398104d,Zapak,хранение,5,4011.93,5
2,1,2025-05-16,9b4398104d,MyFamilyBook,декор,5,4094.97,13
2,1,2025-05-16,9b4398104d,Pril,бытовая химия,5,4543.57,20
2,1,2025-05-16,9b4398104d,Megusto,посуда,1,1808.89,16
2,1,2025-05-16,9b4398104d,Bella,текстиль,1,3200.69,10
2,1,2025-05-16,67e6e622ba,Ceramica De Bolsico,посуда,5,2654.94,5
2,1,2025-05-16,67e6e622ba,Belvedere,текстиль,5,3192.18,29
2,1,2025-05-16,67e6e622ba,Grandella,хранение,4,2094.88,21
2,1,2025-05-16,67e6e622ba,Arcoroc,посуда,4,2477.14,4
2,1,2025-05-16,67e6e622ba,Bella,текстиль,1,1146.83,2
2,1,2025-05-16,67e6e622ba,Belvedere,текстиль,5,3347.32,30
2,1,2025-05-16,67e6e622ba,Grandella,хранение,3,4125.04,9
2,1,2025-05-16,0f62b84a62,Zapak,хранение,2,1343.63,1
2,1,2025-05-16,0f62b84a62,3M Command,хранение,5,4379.83,21
2,1,2025-05-16,0f62b84a62,Pril,бытовая химия,1,1921.01,18
2,1,2025-05-16,42b420967b,Emily,хранение,1,4182.88,13
2,1,2025-05-16,42b420967b,Vanish,бытовая химия,2,2286.81,6
2,1,2025-05-16,42b420967b,Westwing,декор,5,1067.29,8
2,1,2025-05-16,49cb9d1d65,Bella,текстиль,3,77.49,29
2,1,2025-05-16,49cb9d1d65,Aromatikum,декор,2,3560.34,1
