num_shop,num_cash_desk,dt,doc_id,item,category,amount,price,discount
3,4,2025-05-16,2ea1dd6389,Bella,текстиль,1,4850.83,18
3,4,2025-05-16,2ea1dd6389,Megusto,посуда,3,4733.49,3
3,4,2025-05-16,2ea1dd6389,Westwing,декор,1,2880.02,20
3,4,2025-05-16,2ea1dd6389,Westwing,декор,2,4474.8,14
3,4,2025-05-16,2ea1dd6389,Pril,бытовая химия,5,114.06,2
3,4,2025-05-16,2ea1dd6389,Domestos,бытовая химия,2,4179.41,9
3,4,2025-05-16,2ea1dd6389,Zapak,хранение,5,1085.21,26
3,4,2025-05-16,2ea1dd6389,Domestos,бытовая химия,1,2472.59,24
3,4,2025-05-16,2ea1dd6389,MyFamilyBook,декор,3,4471.06,2
3,4,2025-05-16,992d564794,Bella,текстиль,4,4004.89,1
3,4,2025-05-16,992d564794,Сонкрафт,текстиль,3,820.29,5
3,4,2025-05-16,992d564794,Megusto,посуда,3,715.23,2
3,4,2025-05-16,992d564794,Tescoma,посуда,5,343.8,5
3,4,2025-05-16,992d564794,Grandella,хранение,3,2156.56,1
3,4,2025-05-16,97cb85520c,Camelion,декор,1,1681.61,23
3,4,2025-05-16,97cb85520c,Vanish,бытовая химия,2,1982.24,2
3,4,2025-05-16,97cb85520c,Pril,бытовая химия,1,154.44,11
3,4,2025-05-16,97cb85520c,Grandella,хранение,4,1111.02,15
3,4,2025-05-16,97cb85520c,ProfiLine,посуда,3,875.67,2
3,4,2025-05-16,6eff6b3139,Zapak,хранение,1,1111.74,16
3,4,2025-05-16,6eff6b3139,Megusto,посуда,2,1363.65,0
3,4,2025-05-16,6eff6b3139,Domestos,бытовая химия,5,2341.18,4
3,4,2025-05-16,6eff6b3139,Giraffa,текстиль,4,1026.07,23
3,4,2025-05-16,6eff6b3139,Belvedere,текстиль,4,438.47,20
3,4,2025-05-16,6eff6b3139,Zapak,хранение,3,3262.12,29
3,4,2025-05-16,6eff6b3139,3M Command,хранение,4,2989.09,23
3,4,2025-05-16,6eff6b3139,Arcoroc,посуда,1,3555.56,15
3,4,2025-05-16,6eff6b3139,Megusto,посуда,5,526.31,0
3,4,2025-05-16,6e9578a414,Bella,текстиль,3,3459.89,13
3,4,2025-05-16,6e9578a414,Сонкрафт,текстиль,4,2486.59,13
3,4,2025-05-16,6e9578a414,Domestos,бытовая химия,5,1948.28,27
3,4,2025-05-16,6e9578a414,Westwing,декор,5,3079.71,30
3,4,2025-05-16,6e9578a414,ProfiLine,посуда,3,2080.33,22
3,4,2025-05-16,6e9578a414,Pril,бытовая химия,3,4687.48,29
3,4,2025-05-16,6e9578a414,Greenland,текстиль,3,4058.87,30
3,4,2025-05-16,7626a64346,Camelion,декор,2,2163.72,11
3,4,2025-05-16,7626a64346,Vanish,бытовая химия,1,3830.87,13
3,4,2025-05-16,7626a64346,Flower Fantasy,декор,3,4460.49,5
3,4,2025-05-16,7626a64346,Ceramica De Bolsico,посуда,2,2600.93,30
3,4,2025-05-16,7626a64346,Grandella,хранение,3,1273.46,16
3,4,2025-05-16,4d7dd9365a,Bella,текстиль,2,1075.39,3
3,4,2025-05-16,4d7dd9365a,Tescoma,посуда,3,4438.32,26
3,4,2025-05-16,4d7dd9365a,Arcoroc,посуда,1,3630.21,14
3,4,2025-05-16,4d7dd9365a,ProfiLine,посуда,3,2864.68,13
3,4,2025-05-16,4d7dd9365a,Flower Fantasy,декор,5,2531.03,1
3,4,2025-05-16,4d7dd9365a,Arcoroc,посуда,5,317.27,28
3,4,2025-05-16,e5a03e4c02,Comet,бытовая химия,4,1128.91,0
3,4,2025-05-16,e5a03e4c02,MyFamilyBook,декор,3,3310.97,27
3,4,2025-05-16,e5a03e4c02,Ceramica De Bolsico,посуда,3,2503.5,8
3,4,2025-05-16,e5a03e4c02,Lotte Chemical,хранение,4,2481.78,25
3,4,2025-05-16,e5a03e4c02,Сонкрафт,текстиль,2,4738.23,29
3,4,2025-05-16,e5a03e4c02,Pril,бытовая химия,2,1735.76,23
3,4,2025-05-16,e5a03e4c02,Bella,текстиль,2,1916.38,21
3,4,2025-05-16,e5a03e4c02,Zapak,хранение,4,3578.23,6
3,4,2025-05-16,e5a03e4c02,Giraffa,текстиль,3,2126.0,6
3,4,2025-05-16,e5a03e4c02,Aromatikum,декор,1,616.34,13
3,4,2025-05-16,3f3b450d60,Emily,хранение,3,4370.4,23
3,4,2025-05-16,3f3b450d60,Westwing,декор,3,2030.58,3
3,4,2025-05-16,3f3b450d60,Megusto,посуда,3,2084.38,8
3,4,2025-05-16,3f3b450d60,Vanish,бытовая химия,1,1440.08,5
3,4,2025-05-16,3f3b450d60,Comet,бытовая химия,5,378.85,26
3,4,2025-05-16,3f3b450d60,Aromatikum,декор,3,4560.68,9
3,4,2025-05-16,f92f567192,Vanish,бытовая химия,4,143.18,11
3,4,2025-05-16,f92f567192,Grandella,хранение,4,4736.87,23
3,4,2025-05-16,f92f567192,Emily,хранение,5,1798.39,9
3,4,2025-05-16,f92f567192,Zapak,хранение,3,1845.99,19
3,4,2025-05-16,f92f567192,Grandella,хранение,2,459.78,27
3,4,2025-05-16,f92f567192,Tescoma,посуда,2,1988.65,11
3,4,2025-05-16,f92f567192,MyFamilyBook,декор,3,2511.3,5
3,4,2025-05-16,f92f567192,Vanish,бытовая химия,2,3734.51,23
3,4,2025-05-16,f92f567192,3M Command,хранение,2,2775.4,2
3,4,2025-05-16,f92f567192,Aromatikum,декор,1,1823.86,5
3,4,2025-05-16,ff8c746681,Arcoroc,посуда,3,4535.83,17
3,4,2025-05-16,ff8c746681,Aromatikum,декор,4,4776.36,26
3,4,2025-05-16,ff8c746681,MyFamilyBook,декор,2,4759.84,9
3,4,2025-05-16,2986fd7f35,Ceramica De Bolsico,посуда,1,3645.1,26
3,4,2025-05-16,2986fd7f35,Domestos,бытовая химия,5,3319.91,18
3,4,2025-05-16,2986fd7f35,Belvedere,текстиль,2,4523.87,27
3,4,2025-05-16,da048db47a,Greenland,текстиль,2,299.46,8
3,4,2025-05-16,da048db47a,Greenland,текстиль,3,168.03,21
3,4,2025-05-16,da048db47a,Belvedere,текстиль,4,3102.63,13
3,4,2025-05-16,da048db47a,Tescoma,посуда,5,3958.59,8
3,4,2025-05-16,da048db47a,Greenland,текстиль,3,3878.19,24
3,4,2025-05-16,da048db47a,3M Command,хранение,1,923.52,20
3,4,2025-05-16,da048db47a,Aromatikum,декор,5,3914.75,16
3,4,2025-05-16,da048db47a,Giraffa,текстиль,5,2408.53,2
3,4,2025-05-16,da048db47a,Comet,бытовая химия,5,814.45,15
3,4,2025-05-16,da048db47a,Grandella,хранение,2,268.68,16
3,4,2025-05-16,f75565fb40,Lotte Chemical,хранение,4,3980.56,1
3,4,2025-05-16,f75565fb40,Giraffa,текстиль,4,1027.1,15
3,4,2025-05-16,f75565fb40,Domestos,бытовая химия,5,530.15,12
3,4,2025-05-16,f75565fb40,Tescoma,посуда,3,4549.55,21
3,4,2025-05-16,f75565fb40,Tescoma,посуда,1,3516.08,14
