num_shop,num_cash_desk,dt,doc_id,item,category,amount,price,discount
7,1,2025-05-16,3fdfd22ccc,Pril,бытовая химия,5,1991.97,6
7,1,2025-05-16,3fdfd22ccc,Comet,бытовая химия,5,1619.61,20
7,1,2025-05-16,3fdfd22ccc,Arcoroc,посуда,1,4819.87,20
7,1,2025-05-16,3fdfd22ccc,Lotte Chemical,хранение,5,675.99,23
7,1,2025-05-16,3fdfd22ccc,Zapak,хранение,3,4463.12,16
7,1,2025-05-16,3fdfd22ccc,Domestos,бытовая химия,2,378.84,4
7,1,2025-05-16,50daaace6a,Megusto,посуда,2,861.87,16
7,1,2025-05-16,50daaace6a,Bella,текстиль,3,3724.7,21
7,1,2025-05-16,6195919d23,Giraffa,текстиль,1,1478.42,0
7,1,2025-05-16,6195919d23,Camelion,декор,1,712.75,6
7,1,2025-05-16,6195919d23,Zapak,хранение,2,2007.33,23
7,1,2025-05-16,c186065bfb,Ceramica De Bolsico,посуда,2,4177.11,27
7,1,2025-05-16,c186065bfb,Westwing,декор,4,4816.93,27
7,1,2025-05-16,c186065bfb,ProfiLine,посуда,2,4114.49,6
7,1,2025-05-16,9c0a734258,Greenland,текстиль,3,662.23,1
7,1,2025-05-16,9c0a734258,Bella,текстиль,3,537.56,28
7,1,2025-05-16,9c0a734258,Сонкрафт,текстиль,1,3501.64,10
7,1,2025-05-16,9c0a734258,Emily,хранение,3,3661.72,7
7,1,2025-05-16,9c0a734258,Westwing,декор,5,4836.62,27
7,1,2025-05-16,9c0a734258,Aromatikum,декор,1,656.83,18
7,1,2025-05-16,5830108d62,3M Command,хранение,5,4828.9,6
7,1,2025-05-16,5830108d62,Emily,хранение,2,4816.66,18
7,1,2025-05-16,5830108d62,MyFamilyBook,декор,1,4815.51,1
7,1,2025-05-16,5830108d62,Giraffa,текстиль,3,3048.64,10
7,1,2025-05-16,5830108d62,Flower Fantasy,декор,1,1740.15,19
7,1,2025-05-16,ba5a195391,Pril,бытовая химия,2,3715.22,25
7,1,2025-05-16,ba5a195391,Bella,текстиль,5,2129.28,24
7,1,2025-05-16,2dffa25d39,Domestos,бытовая химия,2,2657.82,1
