num_shop,num_cash_desk,dt,doc_id,item,category,amount,price,discount
6,1,2025-05-16,911ac3886e,Zewa,бытовая химия,1,3473.41,6
6,1,2025-05-16,911ac3886e,ProfiLine,посуда,5,4952.6,16
6,1,2025-05-16,911ac3886e,Domestos,бытовая химия,5,4995.07,21
6,1,2025-05-16,911ac3886e,3M Command,хранение,3,1264.12,18
6,1,2025-05-16,911ac3886e,Flower Fantasy,декор,5,3211.52,5
6,1,2025-05-16,18af18c223,Belvedere,текстиль,1,2640.99,14
6,1,2025-05-16,18af18c223,Tescoma,посуда,3,2356.1,18
6,1,2025-05-16,18af18c223,Сонкрафт,текстиль,5,2410.92,11
6,1,2025-05-16,18af18c223,Pril,бытовая химия,3,4704.85,26
6,1,2025-05-16,18af18c223,Arcoroc,посуда,3,1642.42,26
6,1,2025-05-16,18af18c223,Westwing,декор,5,2372.56,6
6,1,2025-05-16,18af18c223,Flower Fantasy,декор,3,433.04,0
6,1,2025-05-16,4551866b73,Pril,бытовая химия,5,3832.42,5
6,1,2025-05-16,4551866b73,Comet,бытовая химия,4,306.9,22
6,1,2025-05-16,e2ebb65af5,Flower Fantasy,декор,3,4357.77,7
6,1,2025-05-16,e2ebb65af5,Giraffa,текстиль,4,4858.79,9
6,1,2025-05-16,c4e9977797,Zewa,бытовая химия,4,3396.49,29
6,1,2025-05-16,7b252cf62c,Flower Fantasy,декор,4,3038.76,14
6,1,2025-05-16,7b252cf62c,Grandella,хранение,1,168.46,3
6,1,2025-05-16,7b252cf62c,Emily,хранение,3,1213.54,21
6,1,2025-05-16,b09b03e699,Vanish,бытовая химия,4,2143.93,10
6,1,2025-05-16,b09b03e699,Zapak,хранение,2,4899.88,1
6,1,2025-05-16,b09b03e699,Сонкрафт,текстиль,5,664.79,6
6,1,2025-05-16,b09b03e699,Megusto,посуда,2,2196.39,13
6,1,2025-05-16,b09b03e699,Vanish,бытовая химия,2,4623.83,7
6,1,2025-05-16,b09b03e699,Giraffa,текстиль,4,2838.46,4
6,1,2025-05-16,a5c8fea5b7,Megusto,посуда,2,4635.2,19
6,1,2025-05-16,a5c8fea5b7,Grandella,хранение,5,143.19,26
6,1,2025-05-16,a5c8fea5b7,Greenland,текстиль,2,3506.15,16
6,1,2025-05-16,a5c8fea5b7,Vanish,бытовая химия,3,2956.14,4
6,1,2025-05-16,a5c8fea5b7,Zapak,хранение,4,1607.6,20
6,1,2025-05-16,a5c8fea5b7,Ceramica De Bolsico,посуда,3,1605.68,0
6,1,2025-05-16,f71844fe2d,Comet,бытовая химия,2,3165.26,11
6,1,2025-05-16,f71844fe2d,Greenland,текстиль,4,4548.77,6
6,1,2025-05-16,2904782b62,Vanish,бытовая химия,5,4320.88,26
6,1,2025-05-16,2904782b62,Bella,текстиль,5,4145.91,16
6,1,2025-05-16,2904782b62,ProfiLine,посуда,4,1824.31,23
6,1,2025-05-16,2904782b62,Domestos,бытовая химия,5,3663.65,9
6,1,2025-05-16,2904782b62,Ceramica De Bolsico,посуда,2,3959.07,12
6,1,2025-05-16,2904782b62,Flower Fantasy,декор,5,4923.97,7
6,1,2025-05-16,2904782b62,3M Command,хранение,2,2930.14,26
6,1,2025-05-16,af95f80646,Сонкрафт,текстиль,5,252.57,23
6,1,2025-05-16,af95f80646,Aromatikum,декор,1,2548.73,10
6,1,2025-05-16,af95f80646,Tescoma,посуда,2,829.06,9
6,1,2025-05-16,af95f80646,Westwing,декор,2,4724.74,6
6,1,2025-05-16,af95f80646,Zapak,хранение,2,628.78,19
6,1,2025-05-16,af95f80646,Giraffa,текстиль,1,4209.93,9
6,1,2025-05-16,ff82d7fd45,Ceramica De Bolsico,посуда,5,773.59,13
6,1,2025-05-16,ff82d7fd45,Ceramica De Bolsico,посуда,3,3707.7,27
6,1,2025-05-16,ff82d7fd45,Сонкрафт,текстиль,1,1740.06,15
6,1,2025-05-16,ff82d7fd45,Belvedere,текстиль,4,4948.6,20
6,1,2025-05-16,ff82d7fd45,Comet,бытовая химия,4,834.61,21
6,1,2025-05-16,ff82d7fd45,Tescoma,посуда,4,1091.18,17
6,1,2025-05-16,ff82d7fd45,3M Command,хранение,1,1813.6,25
6,1,2025-05-16,ff82d7fd45,Vanish,бытовая химия,4,3282.64,17
6,1,2025-05-16,ff82d7fd45,Vanish,бытовая химия,1,1210.14,13
6,1,2025-05-16,ff82d7fd45,Arcoroc,посуда,4,1722.23,22
6,1,2025-05-16,0bd8d83620,Ceramica De Bolsico,посуда,2,2735.85,19
6,1,2025-05-16,0bd8d83620,Сонкрафт,текстиль,1,4418.09,1
6,1,2025-05-16,0bd8d83620,Comet,бытовая химия,5,2977.18,11
6,1,2025-05-16,0bd8d83620,Belvedere,текстиль,4,4227.43,19
